et_personid,et_personname,et_companyname,et_broker,et_brokerid,et_proid,et_earliest_year,et_latest_year,ibes_personid,ibes_personname,ibes_broker,match
327863,Steven Halper,,Cantor Fitzgerald & Co.,133.0,415282822.0,2021,2021,11688.0,HALPER        S,CANTORFZ,exact_onetoone
327895,Adam Tindle,,Raymond James & Associates,114.0,417819402.0,2019,2022,1929.0,TINDLE        A,RAYMOND,exact_onetoone
328085,Truman Patterson,,"Wells Fargo Securities, LLC",1088.0,403232572.0,2020,2020,2446.0,PATTERSON     T,WHEAT,exact_onetoone
328235,Derek Glynn,,"Consumer Edge Research, LLC",2585.0,373988518.0,2018,2019,41545.0,GLYNN         D,CONSUMER,exact_onetoone
328277,Matthew Bouley,,Barclays,9.0,415301604.0,2019,2021,10902.0,BOULEY        M,FRCLAYSC,exact_onetoone
328291,Carl Reichardt,,BTIG,2527.0,419185613.0,2019,2020,39605.0,REICHARDT     C,BTIG,exact_onetoone
328405,Lee Krowl,,"B. Riley Securities, Inc.",140.0,330221578.0,2020,2020,3431.0,KROWL         L,FRIEDMAN,gpt_match
328527,Anthony Chukumba,,Loop Capital Markets,98.0,412183080.0,2022,2022,41518.0,CHUKUMBA      A,LOOPCAMA,exact_onetoone
328645,Robert Dickerson,,Deutsche Bank,5.0,420133825.0,2017,2018,1382.0,DICKERSON     R,LAWRENCE,exact_onetoone
328685,Laura Chico,,Raymond James & Associates,114.0,417305774.0,2017,2017,1929.0,CHICO         L,RAYMOND,exact_onetoone
328691,Bradley Canino,,Leerink Partners LLC,96.0,376390166.0,2017,2017,5143.0,CANINO        B,LEERINK,exact_onetoone
328835,Timothy Mulrooney,,William Blair & Company L.L.C.,51.0,416930512.0,2019,2020,295.0,MULROONEY     T,BLAIR,exact_onetoone
328885,James Allen,,J.P. Morgan,8.0,315391924.0,2017,2017,1243.0,ALLEN         J,JPMORGAN,exact_onetoone
329155,Robert Gutman,,"Guggenheim Securities, LLC",2538.0,411782891.0,2017,2019,39862.0,GUTMAN        R,GUGGEL,exact_onetoone
329326,Erik Woodring,,Morgan Stanley,11.0,310758779.0,2022,2022,1595.0,WOODRING      E,MORGAN,exact_onetoone
330291,Krishna Sinha,,Vertical Research Partners Inc.,2836.0,381433711.0,2018,2019,41108.0,SINHA         K,VERTRESP,exact_onetoone
330607,Christian Rigg,,Deutsche Bank,5.0,426592133.0,2018,2018,1382.0,RIGG          C,LAWRENCE,exact_onetoone
330612,Emlen Harmon,,JMP Securities,92.0,414355650.0,2017,2017,4747.0,HARMON        E,JOLSON,exact_onetoone
330689,Ross Sandler,,Barclays,9.0,424857183.0,2021,2022,10902.0,SANDLER       R,FRCLAYSC,exact_onetoone
330746,Srinivas Pajjuri,,Macquarie Research,833.0,420310662.0,2017,2019,1449.0,PAJJURI       S,MACQUARI,exact_onetoone
330828,Michael Wood,,Nomura Securities Co. Ltd.,182.0,427480020.0,2018,2019,1689.0,WOOD          M,NOMURAUS,exact_onetomore
330828,Michael Wood,,Nomura Securities Co. Ltd.,182.0,427480020.0,2018,2019,41560.0,WOOD          M,INSTINET,exact_onetomore
330934,Robert Cihra,,"Guggenheim Securities, LLC",2538.0,409768543.0,2018,2018,39862.0,CIHRA         R,GUGGEL,exact_onetoone
330963,Kevin Ellich,,Craig-Hallum Capital Group LLC,181.0,423310725.0,2018,2019,5545.0,ELLICH        K,CRAIG,exact_onetoone
330984,Hans Mosesmann,,Rosenblatt Securities Inc.,2668.0,421339681.0,2017,2017,41383.0,MOSESMANN     H,ROSSEC,exact_onetoone
331064,Diane Huang,,Morgan Stanley,11.0,263258202.0,2017,2017,1595.0,HUANG         D,MORGAN,exact_onetoone
331085,Michael Burton,,Longbow Research LLC,269.0,427616598.0,2017,2017,375.0,BURTON        M,LONGBOW,exact_onetoone
331101,Deepak Mathivanan,,Barclays,9.0,424857507.0,2019,2020,10902.0,MATHIVANAN    D,FRCLAYSC,exact_onetoone
331305,Paul Fremont,,Mizuho Securities USA LLC,2557.0,428158515.0,2019,2021,39664.0,FREMONT       P,MIZUSEC,exact_onetoone
331333,Shannon Coyne,,BMO Capital Markets Equity Research,228.0,44265891.0,2017,2017,364.0,COYNE         S,BURNS,exact_onetoone
331395,Michael Lavery,,Piper Sandler Companies,112.0,429065325.0,2018,2021,1859.0,LAVERY        M,PIPER,exact_onetoone
331507,Derrick Whitfield,,Stifel,124.0,411833089.0,2019,2020,2213.0,WHITFIELD     D,STIFEL,exact_onetoone
331601,Matthew Phillips,,"Guggenheim Securities, LLC",2538.0,428021310.0,2018,2018,39862.0,PHILLIPS      M,GUGGEL,exact_onetoone
331618,Jon Tower,,"Wells Fargo Securities, LLC",1088.0,407116191.0,2019,2019,2446.0,TOWER         J,WHEAT,exact_onetoone
331805,Richard Clarke,,"Sanford C. Bernstein & Co., LLC",158.0,429465450.0,2022,2022,271.0,CLARKE        R,BERN,exact_onetoone
332509,Charles Grom,,Gordon Haskett Research Advisors,3022.0,423003718.0,2017,2020,41557.0,GROM          C,HASKETT,exact_onetoone
333742,Daniel Imbro,,"Stephens, Inc.",44.0,413474335.0,2019,2022,2206.0,IMBRO         D,STEPHENS,exact_onetoone
334213,Dylan Carden,,William Blair & Company L.L.C.,51.0,417807416.0,2020,2020,295.0,CARDEN        D,BLAIR,exact_onetoone
334540,Stephanie Schiller Wissink,,Jefferies LLC,90.0,432894304.0,2017,2021,1261.0,WISSINK       S,JEFFEREG,exact_onetoone
334582,Jeremy Scott,,Mizuho Securities USA LLC,2557.0,433455359.0,2017,2017,39664.0,SCOTT         J,MIZUSEC,exact_onetoone
334783,Matthew Phipps,,William Blair & Company L.L.C.,51.0,528427838.0,2022,2022,295.0,PHIPPS        M,BLAIR,exact_onetoone
334814,Peter Heckmann,,D.A. Davidson & Co.,180.0,432659106.0,2018,2021,691.0,HECKMANN      P,DAVIDSON,exact_onetoone
334832,Susan Maklari,,Credit Suisse,4.0,435281877.0,2019,2019,846.0,MAKLARI       S,FBOSTON,exact_onetoone
335902,Caroline Levy,,Macquarie Research,833.0,433385012.0,2018,2018,1449.0,LEVY          C,MACQUARI,exact_onetoone
336051,Ryan Zimmerman,,BTIG,2527.0,434758608.0,2021,2021,39605.0,ZIMMERMAN     R,BTIG,exact_onetoone
336184,James Fish,,Piper Sandler Companies,112.0,530229213.0,2018,2022,1859.0,FISH          J,PIPER,exact_onetoone
336233,Louise Chen,,Cantor Fitzgerald & Co.,133.0,434363434.0,2019,2022,11688.0,CHEN          L,CANTORFZ,exact_onetoone
336235,Terrell Tillman,,Truist Securities,261.0,36269959.0,2022,2022,1967.0,TILLMAN       T,ROBINSON,exact_onetoone
336274,Christopher Allen,,Rosenblatt Securities Inc.,2668.0,435112169.0,2017,2018,41383.0,ALLEN         C,ROSSEC,exact_onetoone
336282,Michael Yee,,Jefferies LLC,90.0,530023306.0,2017,2021,1261.0,YEE           M,JEFFEREG,exact_onetoone
336557,Joshua Silverstein,,"Wolfe Research, LLC.",2057.0,434145587.0,2021,2021,19516.0,SILVERSTEIN   J,WOLFE,exact_onetoone
336703,Alexander Kurtz,,KeyBanc Capital Markets Inc.,31.0,529254087.0,2020,2020,1485.0,KURTZ         A,MCDONALD,exact_onetoone
336792,Ananda Baruah,,Loop Capital Markets,98.0,531917185.0,2018,2019,41518.0,BARUAH        A,LOOPCAMA,exact_onetoone
336886,William Nance,,Goldman Sachs,7.0,300782496.0,2019,2022,1020.0,NANCE         W,GOLDMAN,exact_onetoone
336915,Weston Twigg,,KeyBanc Capital Markets Inc.,31.0,291123325.0,2020,2020,1485.0,TWIGG         W,MCDONALD,exact_onetoone
337006,Brent Bracelin,,KeyBanc Capital Markets Inc.,31.0,291656157.0,2019,2019,1485.0,BRACELIN      B,MCDONALD,exact_onetoone
337011,Christopher Caso,,Raymond James & Associates,114.0,434428992.0,2018,2019,1929.0,CASO          C,RAYMOND,exact_onetoone
337060,Ryan Cieslak,,Northcoast Research,2338.0,430514576.0,2017,2017,38989.0,CIESLAK       R,NORTHRES,exact_onetoone
337066,Asit Sen,,BofA Global Research,10.0,429512035.0,2019,2019,1534.0,SEN           A,MERRILL,exact_onetoone
337136,Michael Parkin,,National Bank Financial,221.0,531795664.0,2022,2022,1405.0,PARKIN        M,LEVESQUE,exact_onetoone
337360,Brandon Nispel,,KeyBanc Capital Markets Inc.,31.0,529289119.0,2020,2022,1485.0,NISPEL        B,MCDONALD,exact_onetoone
338015,Josh Beck,,KeyBanc Capital Markets Inc.,31.0,291655933.0,2018,2022,1485.0,BECK          J,MCDONALD,exact_onetoone
338125,Arvind Ramnani,,KeyBanc Capital Markets Inc.,31.0,528725833.0,2018,2018,1485.0,RAMNANI       A,MCDONALD,exact_onetoone
338130,Jason Wangler,,Imperial Capital,88.0,530119995.0,2019,2019,39585.0,WANGLER       J,IMPERCAP,exact_onetoone
338170,Irene Haas,,Imperial Capital,88.0,530121747.0,2018,2018,39585.0,HAAS          I,IMPERCAP,exact_onetoone
338315,Nikolay Todorov,,Longbow Research LLC,269.0,528644799.0,2021,2021,375.0,TODOROV       N,LONGBOW,exact_onetoone
338609,Steven Enders,,KeyBanc Capital Markets Inc.,31.0,529700187.0,2018,2021,1485.0,ENDERS        S,MCDONALD,exact_onetoone
340073,Naved Khan,,Truist Securities,261.0,531817247.0,2019,2022,1967.0,KHAN          N,ROBINSON,exact_onetoone
340074,Ryan Sigdahl,,Craig-Hallum Capital Group LLC,181.0,434114020.0,2021,2021,5545.0,SIGDAHL       R,CRAIG,exact_onetoone
340688,Rakesh Patel,,Needham & Company,35.0,435104016.0,2020,2020,1648.0,PATEL         R,NEEDHAM,exact_onetoone
340858,Joshua Schimmer,,Evercore ISI,2554.0,532255924.0,2020,2020,39747.0,SCHIMMER      J,EVERCO,exact_onetoone
341231,Andrew Brackmann,,William Blair & Company L.L.C.,51.0,533110214.0,2022,2022,295.0,BRACKMANN     A,BLAIR,exact_onetoone
341645,Christopher Merwin,,Goldman Sachs,7.0,536992061.0,2021,2021,1020.0,MERWIN        C,GOLDMAN,exact_onetoone
341756,Brad Zelnick,,Credit Suisse,4.0,536515326.0,2017,2020,846.0,ZELNICK       B,FBOSTON,exact_onetoone
341882,Brent Thill,,Jefferies LLC,90.0,535391373.0,2020,2022,1261.0,THILL         B,JEFFEREG,exact_onetoone
341887,Kennen MacKay,,RBC Capital Markets,115.0,537583328.0,2019,2019,659.0,MACKAY        K,RBCDOMIN,exact_onetoone
342101,Brian Abrahams,,RBC Capital Markets,115.0,537618308.0,2017,2020,659.0,ABRAHAMS      B,RBCDOMIN,exact_onetoone
342145,Andrew Nicholas,,William Blair & Company L.L.C.,51.0,537531046.0,2020,2021,295.0,NICHOLAS      A,BLAIR,exact_onetoone
342362,Mark Connelly,,"Stephens, Inc.",44.0,531807950.0,2018,2021,2206.0,CONNELLY      M,STEPHENS,exact_onetoone
342463,Jason Kupferberg,,BofA Global Research,10.0,537182613.0,2018,2022,1534.0,KUPFERBERG    J,MERRILL,exact_onetoone
342601,Youssef Squali,,Truist Securities,261.0,430398550.0,2021,2021,1967.0,SQUALI        Y,ROBINSON,exact_onetoone
342833,Susan Donofrio,,Macquarie Research,833.0,433388724.0,2018,2018,1449.0,DONOFRIO      S,MACQUARI,exact_onetoone
342899,Michael Mayo,,"Wells Fargo Securities, LLC",1088.0,531124095.0,2020,2022,2446.0,MAYO          M,WHEAT,exact_onetoone
343204,Matthew Borsch,,BMO Capital Markets Equity Research,228.0,540757048.0,2018,2022,364.0,BORSCH        M,BURNS,exact_onetoone
343207,Robert Metz,,BMO Capital Markets Equity Research,228.0,433884909.0,2018,2019,364.0,METZ          R,BURNS,exact_onetoone
343293,Christopher Raymond,,Piper Sandler Companies,112.0,536889871.0,2020,2020,1859.0,RAYMOND       C,PIPER,exact_onetoone
343317,Donald Fandetti,,"Wells Fargo Securities, LLC",1088.0,61457524.0,2018,2022,2446.0,FANDETTI      D,WHEAT,exact_onetoone
343318,Christopher Brendler,,Buckingham Research Group Inc.,64.0,539389922.0,2019,2019,356.0,BRENDLER      C,BUCK,exact_onetoone
343336,Aaron Rakers,,"Wells Fargo Securities, LLC",1088.0,61457394.0,2018,2022,2446.0,RAKERS        A,WHEAT,exact_onetoone
343363,Scott Davis,,Melius Research LLC,3401.0,537895335.0,2018,2022,41581.0,DAVIS         S,MELIUS,exact_onetoone
343365,Christopher Kapsch,,Loop Capital Markets,98.0,539099026.0,2019,2019,41518.0,KAPSCH        C,LOOPCAMA,exact_onetoone
343382,Robert Wertheimer,,Melius Research LLC,3401.0,537900936.0,2017,2021,41581.0,WERTHEIMER    R,MELIUS,exact_onetoone
343425,George Hill,,RBC Capital Markets,115.0,537881713.0,2018,2018,659.0,HILL          G,RBCDOMIN,exact_onetoone
343509,Christopher Spahr,,"Wells Fargo Securities, LLC",1088.0,533833279.0,2018,2018,2446.0,SPAHR         C,WHEAT,exact_onetoone
343553,Patrick Donnelly,,Goldman Sachs,7.0,538736370.0,2018,2019,1020.0,DONNELLY      P,GOLDMAN,exact_onetoone
343583,David Lipschitz,,Macquarie Research,833.0,536894584.0,2018,2018,1449.0,LIPSCHITZ     D,MACQUARI,exact_onetoone
343723,Phillip Copeland,,Melius Research LLC,3401.0,537899865.0,2018,2020,41581.0,COPELAND      C,MELIUS,exact_onetoone
343764,Daniel Bernstein,,"Capital One Securities, Inc.",185.0,531083379.0,2017,2017,2082.0,BERNSTEIN     D,SCOAST,exact_onetoone
343991,Jeremy Sigee,,BNP Paribas Exane,230.0,536032424.0,2021,2021,829.0,SIGEE         J,EXANE,exact_onetoone
344149,Nicholas Campanella,,BofA Global Research,10.0,541631781.0,2017,2017,1534.0,CAMPANELLA    N,MERRILL,exact_onetoone
344253,Jason Celino,,KeyBanc Capital Markets Inc.,31.0,295695216.0,2019,2022,1485.0,CELINO        J,MCDONALD,exact_onetoone
344359,Christopher O'Cull,,Stifel,124.0,530021806.0,2019,2021,2213.0,O'CULL        C,STIFEL,exact_onetoone
344635,Krysten Sciacca,,Nomura Securities Co. Ltd.,182.0,535658693.0,2017,2017,1689.0,SCIACCA       K,NOMURAUS,exact_onetomore
344635,Krysten Sciacca,,Nomura Securities Co. Ltd.,182.0,535658693.0,2017,2017,41560.0,SCIACCA       K,INSTINET,exact_onetomore
344799,Welles Fitzpatrick,,Truist Securities,261.0,538648558.0,2018,2019,1967.0,FITZPATRICK   W,ROBINSON,exact_onetoone
344957,Ryan Gilbert,,BTIG,2527.0,538977311.0,2018,2018,39605.0,GILBERT       R,BTIG,exact_onetoone
345034,Leo Mariani,,National Alliance Securities,2786.0,542369485.0,2018,2018,41106.0,MARIANI       L,ALLISEC,exact_onetoone
345170,Edward Kelly,,"Wells Fargo Securities, LLC",1088.0,542527969.0,2022,2022,2446.0,KELLY         E,WHEAT,exact_onetoone
345197,William Miller,,BofA Global Research,10.0,427598678.0,2017,2017,1534.0,MILLER        W,MERRILL,exact_onetoone
345283,Jared Garber,,Goldman Sachs,7.0,404454650.0,2021,2022,1020.0,GARBER        J,GOLDMAN,exact_onetoone
345285,Albert Rice,,Credit Suisse,4.0,98563843.0,2018,2022,846.0,RICE          A,FBOSTON,exact_onetoone
345557,Arjun Bhatia,,William Blair & Company L.L.C.,51.0,541364894.0,2021,2021,295.0,BHATIA        A,BLAIR,exact_onetoone
347942,Stephen Hagan,,RBC Capital Markets,115.0,537881405.0,2018,2018,659.0,HAGAN         S,RBCDOMIN,exact_onetoone
348455,Raymond McDonough,,,,540314482.0,2017,2017,39862.0,MCDONOUGH     R,GUGGEL,gpt_match
348554,Yaron Kinar,,Goldman Sachs,7.0,545631492.0,2018,2020,1020.0,KINAR         Y,GOLDMAN,exact_onetoone
348691,Mario Cortellacci,,Macquarie Research,833.0,545835863.0,2019,2019,1449.0,CORTELLACCI   M,MACQUARI,exact_onetoone
348777,Anthony Bonadio,,"Wells Fargo Securities, LLC",1088.0,542528697.0,2017,2019,2446.0,BONADIO       A,WHEAT,exact_onetoone
349172,Glen Santangelo,,Deutsche Bank,5.0,545596230.0,2018,2018,1382.0,SANTANGELO    G,LAWRENCE,exact_onetoone
349176,Jason Gerberry,,BofA Global Research,10.0,545030437.0,2019,2019,1534.0,GERBERRY      J,MERRILL,exact_onetoone
349537,Stephen Robert Powers,,Deutsche Bank,5.0,546551031.0,2018,2022,1382.0,POWERS        S,LAWRENCE,exact_onetoone
349713,Matthew Holt,,J.P. Morgan,8.0,547090881.0,2020,2020,1243.0,HOLT          M,JPMORGAN,exact_onetoone
349954,Kristina Kazarian,,Credit Suisse,4.0,548301665.0,2018,2018,846.0,KAZARIAN      K,FBOSTON,exact_onetoone
350140,Mengxian Jiao,,Deutsche Bank,5.0,332214385.0,2021,2021,1382.0,JIAO          M,LAWRENCE,exact_onetoone
350178,Harsh Kumar,,Piper Sandler Companies,112.0,545945811.0,2018,2022,1859.0,KUMAR         H,PIPER,exact_onetoone
350471,Matt Summerville,,D.A. Davidson & Co.,180.0,548859994.0,2020,2021,691.0,SUMMERVILLE   M,DAVIDSON,exact_onetoone
350502,James Kisner,,Loop Capital Markets,98.0,551012130.0,2018,2018,41518.0,KISNER        J,LOOPCAMA,exact_onetoone
350516,Joseph Quatrochi,,"Wells Fargo Securities, LLC",1088.0,543773340.0,2019,2022,2446.0,QUATROCHI     J,WHEAT,exact_onetoone
350606,Anthony DiClemente,,Evercore ISI,2554.0,541355243.0,2019,2019,39747.0,DICLEMENTE    A,EVERCO,exact_onetoone
350887,Drew Kootman,,Cantor Fitzgerald & Co.,133.0,546927232.0,2019,2019,11688.0,KOOTMAN       D,CANTORFZ,exact_onetoone
350952,James Lee,,Mizuho Securities USA LLC,2557.0,431486179.0,2022,2022,39664.0,LEE           J,MIZUSEC,exact_onetoone
352354,Kyle Peterson,,Needham & Company,35.0,549241280.0,2021,2021,1648.0,PETERSON      K,NEEDHAM,exact_onetoone
352397,Roderick Hall,,Goldman Sachs,7.0,551990915.0,2018,2022,1020.0,HALL          R,GOLDMAN,exact_onetoone
352693,Julian Mitchell,,Barclays,9.0,552927153.0,2019,2022,10902.0,MITCHELL      J,FRCLAYSC,exact_onetoone
353245,Matthew Larew,,William Blair & Company L.L.C.,51.0,431463763.0,2021,2021,295.0,LAREW         M,BLAIR,exact_onetoone
353460,Harry Curtis,,,,412184969.0,2018,2018,1385.0,CURTIS        H,LAZARD,gpt_match
353501,Alexandra Thrum,,Morgan Stanley,11.0,324338870.0,2019,2019,1595.0,THRUM         A,MORGAN,exact_onetoone
353554,Gaurav Jain,,Barclays,9.0,540135684.0,2020,2020,10902.0,JAIN          G,FRCLAYSC,exact_onetoone
353628,Michael Cherny,,BofA Global Research,10.0,549247827.0,2018,2021,1534.0,CHERNY        M,MERRILL,exact_onetoone
354016,Kutgun Maral,,RBC Capital Markets,115.0,273858995.0,2020,2022,659.0,MARAL         K,RBCDOMIN,exact_onetoone
354237,Emmanuel Carlier,,Kempen & Co. NV,292.0,542556989.0,2018,2018,1311.0,CARLIER       E,KEMPEN,exact_onetoone
354396,Steven J. Valiquette,,Barclays,9.0,555297049.0,2018,2022,10902.0,VALIQUETTE    S,FRCLAYSC,exact_onetoone
354649,Andrew Kligerman,,Credit Suisse,4.0,543655791.0,2019,2021,846.0,KLIGERMAN     A,FBOSTON,exact_onetoone
354922,Laura Champine,,Loop Capital Markets,98.0,554798658.0,2020,2020,41518.0,CHAMPINE      L,LOOPCAMA,exact_onetoone
354923,Michael Binetti,,Credit Suisse,4.0,555835083.0,2018,2022,846.0,BINETTI       M,FBOSTON,exact_onetoone
355843,David Strauss,,Barclays,9.0,557553353.0,2019,2022,10902.0,STRAUSS       D,FRCLAYSC,exact_onetoone
355921,John McNulty,,BMO Capital Markets Equity Research,228.0,557423221.0,2020,2022,364.0,MCNULTY       J,BURNS,exact_onetoone
356277,Chinedu Bolu,,"Sanford C. Bernstein & Co., LLC",158.0,538599245.0,2019,2019,271.0,BOLU          C,BERN,exact_onetoone
356336,Pierre Ferragu,,New Street Research LLP,1830.0,558629883.0,2022,2022,11689.0,FERRAGU       P,NSTREET,exact_onetoone
356630,Michael McCormack,,"Guggenheim Securities, LLC",2538.0,545697163.0,2018,2019,39862.0,MCCORMACK     M,GUGGEL,exact_onetoone
356742,James Clement,,Buckingham Research Group Inc.,64.0,557318848.0,2019,2019,356.0,CLEMENT       J,BUCK,exact_onetoone
356783,Zachary Silverberg,,Mizuho Securities USA LLC,2557.0,410397038.0,2020,2020,39664.0,SILVERBERG    Z,MIZUSEC,exact_onetoone
356784,Matthew Cost,,Morgan Stanley,11.0,537529045.0,2022,2022,1595.0,COST          M,MORGAN,exact_onetoone
356893,Ravi Misra,,Berenberg,517.0,560112790.0,2021,2021,4407.0,MISRA         R,BEREN,exact_onetoone
356925,Harshita Rawat,,"Sanford C. Bernstein & Co., LLC",158.0,541085531.0,2018,2021,271.0,RAWAT         H,BERN,exact_onetoone
356965,Manav Gupta,,Credit Suisse,4.0,548304670.0,2019,2020,846.0,GUPTA         M,FBOSTON,exact_onetoone
357552,Brian White,,"Monness, Crespi, Hardt & Co., Inc.",1260.0,559132077.0,2018,2018,1584.0,WHITE         B,MONNESS,gpt_match
357559,Shivani Sood,,Deutsche Bank,5.0,536622962.0,2019,2019,1382.0,SOOD          S,LAWRENCE,exact_onetoone
358715,Alan Gould,,Loop Capital Markets,98.0,556250438.0,2019,2019,41518.0,GOULD         A,LOOPCAMA,exact_onetoone
360553,Nigel Coe,,"Wolfe Research, LLC.",2057.0,560469128.0,2019,2022,19516.0,COE           N,WOLFE,exact_onetoone
361475,Grace Smalley,,J.P. Morgan,8.0,277991929.0,2018,2018,1243.0,SMALLEY       G,JPMORGAN,exact_onetoone
362274,John Marchetti,,Stifel,124.0,563716433.0,2020,2021,2213.0,MARCHETTI     J,STIFEL,exact_onetoone
362823,Michael Schmidt,,"Guggenheim Securities, LLC",2538.0,571581877.0,2019,2020,39862.0,SCHMIDT       M,GUGGEL,exact_onetoone
363036,Michael Dahl,,RBC Capital Markets,115.0,572182577.0,2018,2021,659.0,DAHL          M,RBCDOMIN,exact_onetoone
363419,Christopher Allen,,"Compass Point Research & Trading, LLC",2700.0,569907984.0,2021,2022,40057.0,ALLEN         C,POINT,exact_onetoone
363516,Darrin Peller,,"Wolfe Research, LLC.",2057.0,574246076.0,2019,2022,19516.0,PELLER        D,WOLFE,exact_onetoone
363810,Andrew Weisel,,Scotia Howard Weil,725.0,575026152.0,2019,2019,1128.0,WEISEL        A,HOWARD,exact_onetoone
363811,Paul Sankey,,Mizuho Securities USA LLC,2557.0,570281411.0,2018,2019,39664.0,SANKEY        P,MIZUSEC,exact_onetoone
363885,Alessandra Maria Vecchi,,William Blair & Company L.L.C.,51.0,537529683.0,2021,2021,295.0,VECCHI        A,BLAIR,exact_onetoone
363905,Vasily Karasyov,,,,570719335.0,2021,2022,439.0,KARASYOV      V,SUSQUEH,gpt_match
363908,Peter Levine,,Evercore ISI,2554.0,571603398.0,2021,2022,39747.0,LEVINE        P,EVERCO,exact_onetoone
363931,Gary Bisbee,,BofA Global Research,10.0,575248816.0,2019,2021,1534.0,BISBEE        G,MERRILL,exact_onetoone
363957,Douglas Mitchelson,,Credit Suisse,4.0,559963464.0,2018,2022,846.0,MITCHELSON    D,FBOSTON,exact_onetoone
364085,Bruce Jackson,,Benchmark Company,1046.0,568666585.0,2020,2020,12369.0,JACKSON       B,THEBENCH,exact_onetoone
364410,Robert Majek,,Raymond James & Associates,114.0,570190861.0,2020,2020,1929.0,MAJEK         R,RAYMOND,exact_onetoone
364485,Ryan MacDonald,,Needham & Company,35.0,565746393.0,2021,2021,1648.0,MACDONALD     R,NEEDHAM,exact_onetoone
364497,Alexandra Walvis,,Goldman Sachs,7.0,251925990.0,2019,2020,1020.0,WALVIS        A,GOLDMAN,exact_onetoone
364588,Mark Kelley,,Nomura Securities Co. Ltd.,182.0,573572081.0,2020,2020,41560.0,KELLEY        M,INSTINET,exact_onetoone
364644,David Miller,,Imperial Capital,88.0,572064461.0,2018,2018,39585.0,MILLER        D,IMPERCAP,exact_onetoone
364687,Zane Karimi,,D.A. Davidson & Co.,180.0,568358460.0,2021,2021,691.0,KARIMI        Z,DAVIDSON,exact_onetoone
364732,Laurent Favre,,BNP Paribas Exane,230.0,575098244.0,2021,2021,829.0,FAVRE         L,EXANE,exact_onetoone
364851,Cameron Philip McKnight,,Credit Suisse,4.0,565938453.0,2018,2018,846.0,MCKNIGHT      C,FBOSTON,exact_onetoone
364980,Joshua Wilson,,Raymond James & Associates,114.0,573396224.0,2021,2021,1929.0,WILSON        J,RAYMOND,exact_onetoone
365006,Marc Solecitto,,Barclays,9.0,432027828.0,2022,2022,10902.0,SOLECITTO     M,FRCLAYSC,exact_onetoone
365016,Max Masucci,,Canaccord Genuity,170.0,574287676.0,2020,2020,406.0,MASUCCI       M,CANACCOR,exact_onetoone
365353,Paul Matteis,,Stifel,124.0,574897871.0,2021,2021,2213.0,MATTEIS       P,STIFEL,exact_onetoone
365748,Marie Thibault,,BTIG,2527.0,253866804.0,2021,2022,39605.0,THIBAULT      M,BTIG,exact_onetoone
366475,Lyanne Harrison,,BofA Global Research,10.0,576083653.0,2020,2020,1534.0,HARRISON      L,MERRILL,exact_onetoone
366868,Gregory Miller,,Truist Securities,261.0,408597983.0,2019,2019,1967.0,MILLER        G,ROBINSON,exact_onetoone
367498,Joseph Cardoso,,J.P. Morgan,8.0,569539817.0,2021,2022,1243.0,CARDOSO       J,JPMORGAN,exact_onetoone
367784,Jeanine Wai,,Barclays,9.0,579192376.0,2018,2022,10902.0,WAI           J,FRCLAYSC,exact_onetoone
368180,John Inch,,Gordon Haskett Research Advisors,3022.0,572715585.0,2018,2018,41557.0,INCH          J,HASKETT,exact_onetoone
368242,Joshua Pokrzywinski,,Morgan Stanley,11.0,573387349.0,2018,2022,1595.0,POKRZYWINSKI  J,MORGAN,exact_onetoone
368950,Matthew Cabral,,Credit Suisse,4.0,582515733.0,2019,2019,846.0,CABRAL        M,FBOSTON,exact_onetoone
368951,Steven Milunovich,,"Wolfe Research, LLC.",2057.0,582519603.0,2019,2019,19516.0,MILUNOVICH    S,WOLFE,exact_onetoone
369059,Laurent Grandet,,"Guggenheim Securities, LLC",2538.0,581024534.0,2019,2019,39862.0,GRANDET       L,GUGGEL,exact_onetoone
369311,Alethia Young,,Cantor Fitzgerald & Co.,133.0,578973728.0,2020,2020,11688.0,YOUNG         A,CANTORFZ,exact_onetoone
369383,Andrew Berens,,Leerink Partners LLC,96.0,582857409.0,2019,2022,5143.0,BERENS        A,LEERINK,exact_onetoone
369541,Timothy Anderson,,"Wolfe Research, LLC.",2057.0,585434563.0,2019,2019,19516.0,ANDERSON      T,WOLFE,exact_onetoone
369615,Samad Samana,,Jefferies LLC,90.0,585004743.0,2020,2022,1261.0,SAMANA        S,JEFFEREG,exact_onetoone
369777,Steven Chubak,,"Wolfe Research, LLC.",2057.0,580820939.0,2019,2022,19516.0,CHUBAK        S,WOLFE,exact_onetoone
369887,Derek Johnston,,Deutsche Bank,5.0,314565124.0,2019,2020,1382.0,JOHNSTON      D,LAWRENCE,exact_onetoone
369909,Nicholas Yulico,,Scotiabank Global Banking and Market,120.0,586898520.0,2020,2022,1494.0,YULICO        N,MCLEOD,exact_onetoone
369971,Andrew Buscaglia,,Berenberg,517.0,585839144.0,2018,2022,4407.0,BUSCAGLIA     A,BEREN,exact_onetoone
370012,Spiro Dounis,,Credit Suisse,4.0,571378340.0,2021,2021,846.0,DOUNIS        S,FBOSTON,exact_onetoone
370039,Peter Skibitski,,Alembic Global Advisors,2471.0,579227743.0,2020,2020,39466.0,SKIBITSKI     P,ALEMBIC,exact_onetoone
